Graph 1 X	Graph 1 Y	Graph 2 X	Graph 2 Y	
196.0976	-11.0034	196.0976	-11.0034	
196.4634	-10.9950	196.4634	-10.9950	
196.8293	-10.9997	196.8293	-10.9997	
197.1951	-11.0108	197.1951	-11.0108	
197.5610	-11.0214	197.5610	-11.0214	
197.9269	-11.0244	197.9269	-11.0244	
198.2927	-11.0130	198.2927	-11.0130	
198.6586	-10.9802	198.6586	-10.9802	
199.0244	-10.9284	199.0244	-10.9284	
199.3903	-10.8716	199.3903	-10.8716	
199.7561	-10.7654	199.7561	-10.7654	
200.1220	-10.6592	200.1220	-10.6592	
200.4878	-10.5852	200.4878	-10.5852	
200.8537	-10.5062	200.8537	-10.5062	
201.2195	-10.4632	201.2195	-10.4632	
201.5854	-10.4561	201.5854	-10.4561	
201.9512	-10.4667	201.9512	-10.4667	
202.3171	-10.4771	202.3171	-10.4771	
202.6829	-10.4691	202.6829	-10.4691	
203.0488	-10.4247	203.0488	-10.4247	
203.4147	-10.3333	203.4147	-10.3333	
203.7805	-10.2173	203.7805	-10.2173	
204.1464	-10.1037	204.1464	-10.1037	
204.5122	-9.9901	204.5122	-9.9901	
204.8781	-9.9234	204.8781	-9.9234	
205.2439	-9.8469	205.2439	-9.8469	
205.6098	-9.7531	205.6098	-9.7531	
205.9756	-9.6617	205.9756	-9.6617	
206.3415	-9.5728	206.3415	-9.5728	
206.7073	-9.4913	206.7073	-9.4913	
207.0732	-9.4321	207.0732	-9.4321	
